index	KEGG_entry_ID	name	total_count	genes	19CT051360	19CT044120	19CT034631	19CT048087	19CT046369	19CT040719	20A0002478	19CT044751	19CT040732	19CT030002	19CT020478	DS187051	19PA009426	19CT036423	19CT016837	19CT024854	19CT028732	20A0000620	18PA008847	19CT040892	18PA004616	19CT035369	19CT036523	18PA004934	19CT044501	19CT034845	19CT039895	19CT052347	19CT013554	19CT041295	19PA009444	19CT044338	19CT024296	19CT024299	20A0000412	19CT039890	19CT030925	20A0007427	19CT031559	19CT046414	19CT034643	20A0004401	18PA004940	19CT031909	20A0004025	19CT014597	20A0002063	20A0000618	19CT039201
15	hsa03400	DNA repair and recombination proteins	117	['ZFYVE26', 'DONSON', 'PER2', 'ATM', 'PLK5', 'PRKDC', 'SAMHD1', 'LIG4', 'KANK1', 'PER1', 'FANCA', 'ATR', 'SPG11', 'BLM', 'TTI2', 'NAV2', 'ERCC2', 'XRCC4', 'BRAT1', 'XPC', 'MRE11', 'BRCA2', 'SLX4', 'PNKP', 'ERCC6L2', 'ANKRD28', 'ERCC6', 'PPP4R1', 'RBBP8', 'HERC2', 'ERCC8', 'RAD54L2', 'UIMC1', 'NBN', 'MBD4', 'RRM1', 'TOP3B']	3	3	2	1	3	3	5	1	3	3	2	5	2	6	2	2	1	3	1	1	2	3	4	0	2	2	2	2	1	3	3	3	3	4	0	2	3	0	2	1	4	3	4	3	5	1	0	2	1
8	hsa04121	Ubiquitin system	109	['RNF25', 'FBXO40', 'CUL7', 'UBE3C', 'HECTD4', 'ZBTB1', 'UBR1', 'RNF213', 'USP9Y', 'ZBTB24', 'HECW2', 'ZBTB11', 'SENP5', 'SENP6', 'UBE3B', 'HERC1', 'SH3RF3', 'HACE1', 'PRKN', 'BRCA2', 'PJA1', 'FBXO11', 'SLX4', 'IPP', 'ITCH', 'BIRC6', 'GAN', 'USP45', 'KCTD3', 'USP42', 'WWP1', 'RSPRY1', 'CCDC22', 'LZTR1', 'RLIM', 'TSPAN17', 'HERC2', 'FBXL4', 'FBXO33', 'TRAIP', 'ERCC8', 'TRIM37', 'ANAPC1', 'UFC1', 'HUWE1']	3	6	1	5	1	1	1	1	1	0	2	2	3	4	5	0	1	5	2	1	1	2	2	4	0	4	1	1	3	3	4	2	7	5	0	1	1	1	0	3	4	1	2	2	2	2	1	0	5
14	hsa02000	Transporters	108	['SLC35C1', 'NPC1', 'SLC1A4', 'SLC25A20', 'STIM1', 'SLC25A15', 'ABCA10', 'ABCA13', 'SLC46A1', 'SLC38A10', 'SLC12A2', 'SLC7A8', 'SLC12A5', 'SLC4A4', 'RFT1', 'SLC8A1', 'MFSD2A', 'SLC22A5', 'AQP10', 'NPC2', 'ABCA7', 'SLC52A3', 'ABCA2', 'SLC6A5', 'ABCC9', 'GJB2', 'TMEM63A', 'SLC24A2', 'SLC29A4', 'SLC9A6', 'SLC6A9', 'ABCD4', 'ABCD1', 'SLC35A3', 'SLC9A3', 'FLVCR2', 'SLC40A1', 'SLC45A1', 'GJC2', 'SLC25A1', 'SLC7A7', 'MFSD8', 'FOLR1', 'SLC17A5', 'SLC22A9']	1	1	3	2	3	4	4	2	1	1	1	1	1	3	4	5	2	2	1	1	2	1	4	3	1	1	2	1	4	2	6	2	4	2	0	2	1	2	3	5	0	2	2	4	3	0	1	4	1
0	hsa03029	Mitochondrial biogenesis	96	['ATAD3A', 'GFM1', 'DHTKD1', 'POLG', 'YY1', 'NDUFAF8', 'FASTKD2', 'ESRRB', 'FXN', 'SERAC1', 'HTT', 'GFM2', 'PLA2G6', 'PRKN', 'SCO1', 'LRPPRC', 'COX10', 'LONP1', 'PET100', 'OPA1', 'RTN4IP1', 'PMPCA', 'MRPS22', 'RARS1', 'NUBPL', 'TSFM', 'PMPCB', 'MYO5A', 'COA8', 'CREBBP', 'FBXL4', 'ACAD9', 'SIL1', 'COX15', 'COASY', 'DHX30', 'HCFC1', 'BCS1L', 'MFF', 'RARS2', 'EP300']	2	3	2	2	1	1	2	1	5	2	2	1	1	4	2	0	2	5	4	0	1	0	4	0	2	2	0	3	2	0	6	3	0	1	4	1	0	0	2	2	3	1	2	3	0	4	3	2	3
23	hsa04990	Domain-containing proteins not elsewhere classified	96	['SUSD4', 'CERT1', 'SEZ6L2', 'GAB2', 'TENM1', 'RYR2', 'TENM2', 'CNTNAP3', 'SORBS1', 'CNTNAP1', 'CNKSR1', 'ASTN2', 'RALGPS1', 'TENM4', 'LRRC7', 'RGPD4', 'DNER', 'FRMD7', 'CCIN', 'GNB1L', 'WWOX', 'MEGF10', 'LRFN2', 'SASH1', 'WDR73', 'FRMPD4', 'FGD1', 'ZMYM2', 'LRFN5', 'FRMD5', 'CNTNAP5', 'FRMD4A', 'MFRP', 'MEGF11', 'NPHS1', 'MEGF8', 'TUB', 'PLEKHG2', 'SNX27', 'P4HTM', 'CIB2']	0	3	1	1	5	2	4	1	2	2	2	1	2	9	2	0	1	0	2	3	1	1	5	3	3	2	1	4	3	0	3	1	2	0	2	1	3	0	4	2	4	1	2	2	1	1	1	0	0
9	hsa01002	Peptidases and inhibitors	84	['CAPN10', 'PRSS12', 'MMP21', 'USP9Y', 'SENP5', 'SENP6', 'DPP8', 'NAALADL2', 'ASAH1', 'DPP4', 'AGTPBP1', 'CPA6', 'ACE', 'CTSD', 'PREPL', 'COL28A1', 'ADGRG1', 'LONP1', 'MBTPS2', 'BIRC6', 'MMP14', 'USP45', 'PMPCA', 'CPS1', 'USP42', 'SHH', 'PMPCB', 'CAPN15', 'ADGRL2', 'CPZ', 'DPP3', 'MASP1', 'PEPD', 'CAD', 'GMPS']	1	3	0	2	1	2	1	2	0	2	2	1	0	5	1	2	3	2	0	2	0	1	3	2	1	4	1	2	0	1	2	4	3	0	3	0	2	2	2	4	1	3	1	3	3	1	2	1	0
3	hsa04090	CD molecules	78	['IL1R2', 'CDH2', 'SEMA4C', 'ENPP1', 'ENTPD1', 'CD163L1', 'FGFR2', 'DPP4', 'PDGFRB', 'ITGB3', 'CD38', 'ACE', 'LRP1', 'L1CAM', 'FGFR3', 'BST1', 'CD276', 'LAMP2', 'CSF1R', 'IGF1R', 'BMPR1B', 'JAM2', 'CD99L2']	1	1	4	0	1	1	3	1	1	2	2	2	0	4	4	0	1	1	4	1	0	1	4	1	1	2	2	1	3	1	0	1	1	0	3	0	1	5	1	1	0	5	0	2	3	0	3	2	0
19	hsa03021	Transcription machinery	74	['MED13', 'MED25', 'SMARCA2', 'POLR1A', 'TAF6', 'AFF4', 'TAF1C', 'ARID2', 'TAF5', 'MED13L', 'ERCC2', 'AFF2', 'GTF2E2', 'RTF1', 'ARID1B', 'KAT2B', 'SCAF4', 'CTDP1', 'MED12', 'BTAF1', 'ARID1A', 'CHD1', 'MED17', 'LEO1', 'POLR1C', 'LARP7', 'BRD4', 'BRF1', 'MED12L', 'CDK8', 'SMARCC1']	2	1	1	1	0	3	2	1	3	0	2	1	1	2	3	2	1	1	2	2	0	4	1	0	2	1	1	3	2	2	4	1	1	2	1	1	0	2	2	1	2	1	3	1	1	1	2	1	0
24	hsa03019	Messenger RNA biogenesis	73	['NUP133', 'CCDC174', 'RANBP17', 'CSTF2T', 'MCM3AP', 'TNRC6B', 'ENO3', 'PRKACB', 'HTT', 'SMG6', 'NXF1', 'LARP1', 'NUP188', 'TUBA1A', 'EIF2AK2', 'RPS6KA2', 'NUP214', 'PNPT1', 'TUBA8', 'TTC37', 'CNOT1', 'DDX6', 'EXOSC8', 'EIF4G1', 'DCPS', 'ZC3H14', 'MYO5A', 'DIS3L2', 'GDF1', 'NUP107', 'DEAF1', 'EXOSC9', 'GIGYF2', 'GIGYF1', 'ZC3H11A']	0	1	2	0	2	2	3	1	3	1	3	1	1	3	0	1	1	2	2	4	2	0	3	4	3	1	0	0	0	2	1	0	2	3	4	1	1	0	0	1	5	1	1	1	0	0	2	1	1
11	hsa03032	DNA replication proteins	72	['TERT', 'ATM', 'POLG', 'PRKDC', 'CDC45', 'CDC7', 'RNASEH2C', 'DKC1', 'BLM', 'DNMT3B', 'SMG6', 'MRE11', 'CTC1', 'POLA2', 'ORC1', 'ORC6', 'RIF1', 'MCM4', 'CCNB1', 'FAM111A', 'TOP2A', 'GINS2', 'NBN', 'CDT1', 'CDC6', 'TOP3B']	1	2	2	0	2	3	2	1	0	2	1	2	1	2	1	2	2	1	4	0	0	0	2	0	2	1	1	2	0	3	1	2	3	3	0	0	1	4	0	1	1	1	3	3	1	2	1	1	2
31	hsa03016	Transfer RNA biogenesis	63	['ALKBH8', 'PUS1', 'AARS1', 'TSEN2', 'DARS1', 'TRMT10A', 'GTPBP3', 'ELP4', 'EARS2', 'AIMP1', 'TSEN54', 'FARS2', 'PUS7', 'ELP2', 'QARS1', 'RARS1', 'IARS1', 'PNPT1', 'ELAC2', 'THG1L', 'PARS2', 'TNPO3', 'SCYL1', 'NARS2', 'CTU2', 'NARS1', 'LAGE3', 'NSUN2', 'TRMT1', 'RARS2']	0	0	3	1	1	0	1	1	2	0	2	1	0	1	2	1	2	1	1	1	3	1	2	0	1	0	0	1	2	0	4	0	4	3	0	0	1	3	4	3	1	2	0	2	1	1	1	1	1
16	hsa00536	Glycosaminoglycan binding proteins	51	['FBN1', 'COL18A1', 'FGA', 'COL4A2', 'FGFR2', 'COL4A1', 'CD38', 'WNT1', 'COL1A1', 'SLC8A1', 'COL27A1', 'TNR', 'SHH', 'COL3A1', 'COL1A2', 'THBS1']	2	1	1	2	2	0	2	1	4	1	1	1	1	2	0	0	1	2	0	1	0	1	2	0	0	1	0	0	2	1	1	2	0	1	1	0	1	2	2	2	1	0	0	2	0	3	0	1	0
21	hsa03041	Spliceosome	47	['SON', 'PRMT5', 'FAM50A', 'CCDC174', 'INTS1', 'SRRM2', 'INTS6', 'CELF2', 'SCAF4', 'CWC27', 'GEMIN4', 'INTS10', 'INTS8', 'CWF19L1', 'INTS2', 'DNAJC6', 'NONO', 'TOE1', 'YTHDC2', 'CELF4', 'DHX30', 'RNF113A', 'PNISR', 'SRSF11', 'EFTUD2']	1	2	1	1	0	0	0	0	1	1	0	0	1	1	2	2	2	0	0	0	3	1	2	1	1	3	0	0	0	0	3	1	1	2	2	0	2	1	3	0	1	1	0	1	0	2	0	0	1
10	hsa01003	Glycosyltransferases	40	['ALG3', 'POMT1', 'PIGV', 'GALNT13', 'B3GLCT', 'ALG6', 'POMT2', 'DPAGT1', 'TMTC3', 'HS3ST5', 'EXT2', 'ALG9', 'GALNT8', 'ST8SIA2', 'ST3GAL3', 'FKRP', 'MGAT2', 'ALG12', 'NDST1', 'CSGALNACT1', 'B3GALT6', 'ALG2', 'ST3GAL5', 'ALG13', 'POMGNT2', 'POMGNT1', 'EXT1', 'FKTN', 'GALNT10']	1	0	0	0	1	3	1	0	1	2	3	0	0	3	0	1	3	2	0	3	1	0	1	0	0	0	0	0	0	0	2	1	1	0	2	0	0	1	0	2	0	3	0	2	0	0	0	0	0
27	hsa03009	Ribosome biogenesis	33	['ATP8A2', 'RRP8', 'DKC1', 'MPHOSPH10', 'TCOF1', 'TEX10', 'NXF1', 'IGHMBP2', 'METTL5', 'EFL1', 'NEMF', 'NOL6', 'RBM28', 'KRR1', 'UTP6']	0	1	1	0	0	1	0	0	3	0	1	0	1	1	0	0	0	1	0	0	0	1	2	0	0	0	2	4	0	1	0	2	1	2	0	0	0	3	2	0	0	0	1	0	0	1	0	1	0
33	hsa01007	Amino acid related enzymes	23	['AARS1', 'DARS1', 'GPT2', 'GOT2', 'EARS2', 'FARS2', 'QARS1', 'RARS1', 'IARS1', 'PARS2', 'NARS2', 'NARS1', 'RARS2']	0	0	1	0	1	0	0	1	1	0	1	0	0	0	1	0	1	1	1	0	2	0	0	0	0	0	0	1	1	0	2	0	1	0	0	0	1	0	3	0	0	0	0	1	1	0	0	0	1
36	hsa04030	G protein-coupled receptors	23	['SMO', 'GPR37', 'CX3CR1', 'AGTR2', 'ADGRG1', 'DRD2', 'OR2M4', 'OR2T8', 'ADORA3', 'GABBR2', 'AVPR1A', 'ADGRL2', 'OR1C1', 'OR52M1']	0	0	0	0	0	1	1	0	0	0	0	0	2	1	0	0	1	1	0	0	1	2	1	1	1	1	0	0	2	0	0	0	2	1	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0
22	hsa00535	Proteoglycans	18	['COL18A1', 'HSPG2']	1	1	1	0	1	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	1	0	1
