index	KEGG_entry_ID	name	total_count	genes	19CT051360	19CT044120	19CT034631	19CT048087	19CT046369	19CT040719	20A0002478	19CT044751	19CT040732	19CT030002	19CT020478	DS187051	19PA009426	19CT036423	19CT016837	19CT024854	19CT028732	20A0000620	18PA008847	19CT040892	18PA004616	19CT035369	19CT036523	18PA004934	19CT044501	19CT034845	19CT039895	19CT052347	19CT013554	19CT041295	19PA009444	19CT044338	19CT024296	19CT024299	20A0000412	19CT039890	19CT030925	20A0007427	19CT031559	19CT046414	19CT034643	20A0004401	18PA004940	19CT031909	20A0004025	19CT014597	20A0002063	20A0000618	19CT039201
23	hsa05016	Huntington disease	93	['NDUFS4', 'DNAH17', 'MAP3K10', 'TUBB4A', 'DNAH10', 'PLCB1', 'CLTCL1', 'ITPR1', 'HTT', 'SIN3A', 'ATP5F1A', 'DLG4', 'DNAH3', 'GRIA4', 'TUBA1A', 'CACNA1B', 'NDUFS2', 'TUBA8', 'NDUFA5', 'DCTN2', 'NDUFV1', 'SDHA', 'GRIN2B', 'CREBBP', 'MAP3K5', 'GRIA2', 'MTOR', 'TUBB2A', 'REST', 'KIF5A', 'EP300']	3	0	2	4	0	0	3	0	5	1	2	1	1	5	1	3	0	1	3	2	2	1	5	1	0	3	2	3	1	1	3	2	0	3	4	0	0	4	3	0	5	0	3	3	0	0	2	3	2
38	hsa04020	Calcium signaling pathway	84	['MET', 'PLCD4', 'FGFR1', 'STIM1', 'GRIN2A', 'PLCG2', 'PLCB1', 'CACNA1E', 'RYR2', 'FGFR2', 'CACNA1H', 'CACNA1I', 'PRKCG', 'ITPR1', 'PDGFRB', 'PRKACB', 'CACNA1D', 'CD38', 'SLC8A1', 'ATP2B2', 'PRKCB', 'FGFR3', 'CACNA1F', 'CACNA1B', 'NTRK1', 'GRIN2D', 'MYLK', 'AVPR1A', 'GNAS', 'CACNA1G', 'ADCY3', 'CAMK4', 'PDE1C', 'NTRK3', 'CACNA1A']	1	0	4	2	6	3	4	1	2	2	3	3	0	0	4	3	2	3	0	1	1	1	1	1	2	1	0	3	1	0	2	1	1	2	2	0	0	4	0	3	1	2	0	4	1	2	1	2	1
24	hsa05014	Amyotrophic lateral sclerosis	81	['NDUFS4', 'DNAH17', 'NUP133', 'GRIN2A', 'TUBB4A', 'DNAH10', 'SPG11', 'EIF2AK3', 'FIG4', 'NRG2', 'ATP5F1A', 'PRKN', 'NXF1', 'DNAH3', 'NUP188', 'TUBA1A', 'ALS2', 'NUP214', 'NDUFS2', 'GRIN2D', 'TUBA8', 'NDUFA5', 'DCTN2', 'NDUFV1', 'SDHA', 'GRIN2B', 'MAP3K5', 'GRIA2', 'NUP107', 'MTOR', 'TUBB2A', 'KIF5A']	2	1	3	2	0	1	3	2	2	1	2	1	1	5	1	0	1	4	2	5	2	1	3	2	0	1	2	0	1	1	4	3	0	2	1	2	1	4	3	0	2	0	2	1	0	2	1	1	0
54	hsa04512	ECM-receptor interaction	78	['LAMC3', 'HSPG2', 'RELN', 'LAMA2', 'FREM2', 'COL4A2', 'FREM1', 'ITGB3', 'LAMB1', 'COL4A1', 'COL1A1', 'LAMA1', 'TNR', 'FRAS1', 'COL1A2', 'DAG1', 'THBS1']	1	2	0	5	0	1	4	6	1	0	0	0	3	4	1	0	0	0	2	1	1	1	4	2	2	1	3	1	3	0	1	2	0	1	0	0	0	1	4	6	2	2	1	3	0	2	1	2	1
25	hsa04714	Thermogenesis	64	['NDUFS4', 'SMARCA2', 'SOS2', 'SLC25A20', 'FGFR1', 'NDUFAF8', 'SOS1', 'TSC2', 'PRKACB', 'ATP5F1A', 'ARID1B', 'COX10', 'RPS6KA2', 'NDUFS2', 'NDUFA5', 'NDUFV1', 'SDHA', 'GNAS', 'ARID1A', 'ADCY3', 'MAP3K5', 'COX15', 'MTOR', 'SMARCC1']	1	2	3	0	1	2	1	1	0	2	0	0	0	5	1	0	1	3	2	1	2	4	3	1	2	0	2	1	3	2	6	0	0	1	1	0	0	1	0	3	2	1	0	0	1	0	1	1	0
59	hsa04142	Lysosome	63	['AP4S1', 'NPC1', 'FUCA1', 'NAGLU', 'SUMF1', 'CLTCL1', 'ASAH1', 'MANBA', 'HEXB', 'GALC', 'AP3B2', 'CLN3', 'GALNS', 'AP4B1', 'AP1B1', 'SGSH', 'CTSD', 'AP4E1', 'AP3B1', 'NPC2', 'ABCA2', 'SMPD1', 'ATP6V0A1', 'MAN2B1', 'LAMP2', 'DMXL2', 'ATP6V0A2', 'HEXA', 'HGSNAT', 'IDS', 'AP4M1', 'MFSD8', 'SLC17A5']	1	1	2	2	0	1	5	2	3	2	2	0	0	2	2	3	1	1	1	2	1	1	3	0	0	0	1	0	0	2	1	2	0	1	3	0	0	1	5	1	1	1	0	2	0	0	2	2	0
43	hsa05206	MicroRNAs in cancer	62	['MET', 'ATM', 'SOS2', 'PLCG2', 'SOS1', 'PRKCG', 'HDAC4', 'PDGFRB', 'ITGB3', 'DNMT3B', 'PRKCB', 'FGFR3', 'APC2', 'ZFPM2', 'MAPK3', 'TNR', 'GLS', 'CREBBP', 'PIK3R2', 'ZEB2', 'MTOR', 'SOX4', 'THBS1', 'FOXP1', 'EP300']	1	2	0	1	2	1	4	0	0	1	2	1	1	0	3	0	1	1	0	1	2	1	2	0	0	0	0	2	1	1	3	3	0	1	1	0	0	5	2	1	3	2	2	2	1	1	1	2	1
113	hsa04810	Regulation of actin cytoskeleton	60	['SOS2', 'DIAPH1', 'FGFR1', 'SOS1', 'FGFR2', 'PDGFRB', 'MYH10', 'ITGB3', 'PPP1R12A', 'NCKAP1', 'IQGAP3', 'FGFR3', 'FGD1', 'APC2', 'MYH14', 'MAPK3', 'MYLK', 'PIK3R2', 'BRAF', 'WASF1', 'PAK2']	0	1	2	0	2	0	3	0	1	2	1	4	0	1	4	0	4	3	0	0	1	2	3	1	1	0	0	1	1	0	4	1	0	0	2	0	1	2	2	3	1	1	1	2	0	0	0	2	0
19	hsa05225	Hepatocellular carcinoma	60	['TERT', 'MET', 'SMARCA2', 'SOS2', 'PLCG2', 'SOS1', 'PRKCG', 'DVL3', 'ARID2', 'WNT1', 'PRKCB', 'ARID1B', 'APC2', 'MAPK3', 'CTNNB1', 'IGF1R', 'ARID1A', 'PIK3R2', 'BRAF', 'MTOR', 'SMARCC1']	2	2	0	1	2	2	3	0	1	1	1	0	0	1	2	0	1	1	0	1	2	3	1	0	1	0	2	2	3	2	5	1	0	1	0	0	0	6	2	1	2	2	0	1	1	0	1	0	0
63	hsa04024	cAMP signaling pathway	59	['ACOX1', 'GRIN2A', 'GLI3', 'CNGB3', 'RYR2', 'ATP1A2', 'PTCH1', 'PRKACB', 'CACNA1D', 'PPP1R12A', 'ATP2B2', 'CACNA1F', 'GRIA4', 'PDE10A', 'DRD2', 'MAPK3', 'PDE4D', 'GRIN2D', 'GABBR2', 'GNAS', 'GRIN2B', 'CREBBP', 'PIK3R2', 'ADCY3', 'RAPGEF4', 'BRAF', 'GRIA2', 'CAMK4', 'EP300']	1	0	1	2	2	1	3	2	2	1	2	1	1	1	2	0	1	3	2	2	0	1	1	2	2	1	1	2	3	0	2	0	0	0	1	1	1	0	1	2	0	0	1	0	1	1	2	0	3
76	hsa04550	Signaling pathways regulating pluripotency of stem cells	58	['SETDB1', 'SMARCAD1', 'FGFR1', 'ESRRB', 'FGFR2', 'ZFHX3', 'KAT6A', 'DVL3', 'ACVR1', 'WNT1', 'FGFR3', 'APC2', 'JARID2', 'MAPK3', 'CTNNB1', 'OTX1', 'RIF1', 'IGF1R', 'PIK3R2', 'BMPR1B', 'REST', 'HOXA1', 'HESX1']	0	1	2	1	3	2	2	0	5	1	1	2	0	0	1	1	2	2	0	1	0	2	3	0	1	2	1	2	1	0	1	1	1	0	1	0	0	5	2	1	1	0	2	1	1	0	0	2	0
42	hsa04360	Axon guidance	57	['MET', 'DCC', 'SEMA4C', 'ROBO2', 'PLXNA1', 'PLCG2', 'SMO', 'PTCH1', 'SEMA5A', 'EPHB2', 'SRGAP3', 'L1CAM', 'MAPK3', 'TRPC6', 'NEO1', 'SEMA6B', 'SHH', 'PLXNA4', 'PLXNA3', 'PIK3R2', 'UNC5D', 'PLXNB1', 'BMPR1B', 'PAK2']	2	0	1	4	1	1	1	1	1	0	2	0	0	2	1	1	0	1	3	0	0	1	0	2	0	0	2	3	1	1	3	0	1	0	2	1	2	3	3	1	1	1	2	2	1	0	0	0	2
22	hsa05010	Alzheimer disease	56	['NDUFS4', 'GRIN2A', 'TUBB4A', 'PLCB1', 'ITPR1', 'DVL3', 'EIF2AK3', 'CACNA1D', 'WNT1', 'ATP5F1A', 'APBB1', 'LRP1', 'CACNA1F', 'TUBA1A', 'APC2', 'EIF2AK2', 'MAPK3', 'NDUFS2', 'GRIN2D', 'TUBA8', 'NDUFA5', 'CTNNB1', 'NDUFV1', 'SDHA', 'GRIN2B', 'PIK3R2', 'MAP3K5', 'BRAF', 'MTOR', 'TUBB2A', 'KIF5A']	1	0	2	1	0	1	2	1	2	1	2	1	0	4	1	2	0	3	3	2	1	2	1	0	0	1	2	3	2	0	2	1	0	2	0	0	0	2	1	0	2	0	1	1	0	1	1	0	1
176	hsa04144	Endocytosis	56	['LDLR', 'WASHC4', 'SPART', 'CLTCL1', 'FGFR2', 'RAB11FIP5', 'VPS37A', 'EPS15L1', 'ARFGEF1', 'PSD3', 'AGAP2', 'FGFR3', 'IQSEC1', 'ITCH', 'ASAP2', 'WWP1', 'ASAP1', 'AGAP1', 'DNAJC6', 'IGF1R', 'FOLR1', 'KIF5A', 'AGAP5']	0	0	1	3	1	0	3	0	2	2	2	3	1	5	1	2	1	3	0	2	0	0	2	1	4	2	1	0	1	0	1	0	0	0	1	0	0	2	1	1	1	1	1	1	0	1	0	2	0
97	hsa05132	Salmonella infection	55	['FLNC', 'TUBB4A', 'AHNAK', 'FLNA', 'PIK3CG', 'MAP3K7', 'DYNC1I2', 'NCKAP1', 'DYNC1H1', 'VPS16', 'EXOC5', 'TUBA1A', 'MAPK3', 'TUBA8', 'DCTN2', 'CTNNB1', 'TUBB2A', 'KIF5A']	0	1	1	0	2	2	0	1	1	1	3	0	1	3	1	2	2	2	3	1	2	1	2	0	0	0	0	0	2	0	0	0	3	3	1	0	1	4	2	2	1	1	1	0	1	0	0	1	0
39	hsa04015	Rap1 signaling pathway	55	['MET', 'FGFR1', 'GRIN2A', 'DOCK4', 'SIPA1L1', 'PLCB1', 'FGFR2', 'PRKCG', 'PDGFRB', 'ITGB3', 'CTNND1', 'PRKCB', 'PRKD2', 'FGFR3', 'DRD2', 'MAPK3', 'CTNNB1', 'GNAS', 'GRIN2B', 'CSF1R', 'IGF1R', 'PIK3R2', 'ADCY3', 'RAPGEF4', 'BRAF', 'THBS1']	1	0	2	3	2	2	2	0	1	2	2	2	0	0	1	1	3	4	0	1	1	1	1	0	1	1	2	2	3	0	0	1	0	0	1	0	1	4	1	2	1	0	0	1	0	1	0	1	0
40	hsa04014	Ras signaling pathway	54	['MET', 'SOS2', 'FGFR1', 'GAB2', 'GRIN2A', 'PLCG2', 'SOS1', 'FGFR2', 'PRKCG', 'PDGFRB', 'PRKACB', 'PLA2G6', 'PRKCB', 'FGFR3', 'NTRK1', 'MAPK3', 'NF1', 'GRIN2B', 'CSF1R', 'IGF1R', 'PIK3R2', 'PAK2']	1	1	3	1	3	2	1	1	1	2	1	2	0	0	2	0	1	4	0	1	2	1	2	0	0	1	2	1	0	0	3	0	0	0	1	0	1	4	1	0	2	2	0	2	1	0	0	1	0
61	hsa00310	Lysine degradation	53	['SETD1A', 'KMT2B', 'SETDB1', 'DLD', 'DHTKD1', 'ALDH7A1', 'KMT2E', 'NSD1', 'KMT2D', 'AASS', 'ASH1L', 'NSD2', 'KMT5B', 'SETD2', 'SETD1B', 'KMT2C', 'ALDH3A2', 'GCDH']	2	3	1	0	0	1	3	0	1	1	1	2	0	2	3	2	0	1	2	2	1	1	4	1	2	1	0	0	0	1	1	0	1	1	1	2	0	2	0	0	0	0	2	2	2	0	0	1	0
177	hsa04934	Cushing syndrome	53	['LDLR', 'CYP11B1', 'KCNA4', 'PLCB1', 'CACNA1H', 'CACNA1I', 'FH', 'ITPR1', 'DVL3', 'PRKACB', 'CACNA1D', 'WNT1', 'KMT2D', 'CACNA1F', 'APC2', 'MAPK3', 'CTNNB1', 'GNAS', 'CACNA1G', 'ADCY3', 'BRAF']	0	0	1	3	2	1	3	1	2	0	2	2	0	1	2	2	1	2	0	0	0	1	0	0	4	0	0	4	2	0	3	2	1	1	2	0	0	3	1	1	0	1	0	0	0	0	1	0	1
78	hsa04713	Circadian entrainment	52	['PER2', 'GRIN2A', 'PLCB1', 'RYR2', 'CACNA1H', 'PER1', 'CACNA1I', 'PRKCG', 'ITPR1', 'PRKACB', 'CACNA1D', 'PRKCB', 'GRIA4', 'MAPK3', 'GRIN2D', 'GNAS', 'GRIN2B', 'CACNA1G', 'ADCY3', 'GRIA2', 'GUCY1A2']	0	1	1	1	4	3	2	1	1	0	1	0	1	0	2	2	1	2	0	1	3	0	1	0	1	1	0	3	2	0	2	1	1	1	1	0	0	2	2	1	1	1	0	0	0	1	1	1	1
62	hsa04919	Thyroid hormone signaling pathway	51	['MED13', 'PLCD4', 'PLCG2', 'PLCB1', 'TSC2', 'PRKCG', 'ATP1A2', 'ITGB3', 'PRKACB', 'NCOR1', 'MED13L', 'SIN3A', 'PRKCB', 'KAT2B', 'NCOA1', 'MAPK3', 'MED12', 'CTNNB1', 'THRB', 'CREBBP', 'PIK3R2', 'MTOR', 'MED17', 'NCOA2', 'MED12L', 'EP300']	1	0	1	2	0	2	2	2	2	0	2	0	1	2	1	0	1	1	1	0	1	4	0	2	1	0	0	4	0	0	1	0	0	1	1	0	0	1	3	0	1	1	1	1	2	1	1	1	2
8	hsa05146	Amoebiasis	51	['IL1R2', 'LAMC3', 'LAMA2', 'COL4A2', 'PLCB1', 'PRKCG', 'PRKACB', 'LAMB1', 'COL4A1', 'COL1A1', 'PRKCB', 'LAMA1', 'COL3A1', 'COL1A2', 'GNAS', 'PIK3R2']	2	0	0	5	0	1	1	5	1	0	1	0	1	1	1	0	0	0	1	0	1	0	4	1	3	0	1	3	1	0	1	2	0	0	0	0	0	2	2	5	2	0	0	0	0	1	0	2	0
108	hsa04110	Cell cycle	47	['ATM', 'PRKDC', 'CDC45', 'CDC7', 'BUB1B', 'ATR', 'ORC4', 'ORC1', 'ORC6', 'STAG1', 'MCM4', 'SMC1A', 'CCNB1', 'CREBBP', 'RBL2', 'RAD21', 'ANAPC1', 'CDC6', 'EP300']	0	1	2	0	1	2	1	1	1	1	0	2	1	1	1	1	2	0	0	0	0	0	0	0	2	2	0	2	0	3	1	1	3	2	0	0	1	0	0	1	3	1	1	1	1	0	2	1	1
160	hsa04724	Glutamatergic synapse	47	['SHANK2', 'GRIN2A', 'PLCB1', 'DLGAP1', 'PRKCG', 'ITPR1', 'PRKACB', 'GRIK2', 'CACNA1D', 'GRIK5', 'PRKCB', 'DLG4', 'GRIA4', 'MAPK3', 'SHANK1', 'GRIN2D', 'GLS', 'GNAS', 'GRIN2B', 'ADCY3', 'GRIA2', 'GRIK4', 'CACNA1A']	0	0	3	1	1	2	1	2	1	2	2	0	1	0	0	1	0	4	0	1	1	0	2	0	1	1	1	2	1	2	2	1	0	0	0	1	0	1	1	2	0	0	0	2	1	2	0	0	1
178	hsa04925	Aldosterone synthesis and secretion	46	['LDLR', 'PLCB1', 'CACNA1H', 'CACNA1I', 'PRKCG', 'ATP1A2', 'ITPR1', 'PRKACB', 'CACNA1D', 'ATP2B2', 'PRKCB', 'PRKD2', 'CACNA1F', 'PDE2A', 'GNAS', 'CACNA1G', 'ADCY3', 'CAMK4', 'NR4A2', 'DAGLA']	0	0	1	1	2	2	2	1	1	0	4	1	0	1	2	2	1	0	0	0	1	1	0	0	2	0	0	3	1	0	3	1	1	1	1	0	0	2	0	1	0	2	0	1	0	2	1	0	1
74	hsa04974	Protein digestion and absorption	45	['COL18A1', 'COL4A2', 'SLC7A8', 'ATP1A2', 'DPP4', 'COL4A1', 'COL1A1', 'SLC8A1', 'COL27A1', 'COL28A1', 'COL3A1', 'COL1A2', 'SLC9A3', 'SLC7A7']	1	0	1	2	1	1	4	2	1	0	2	0	1	2	0	0	0	0	0	0	0	0	2	1	0	3	0	0	1	0	2	2	0	2	0	0	1	0	2	3	1	0	1	3	0	2	0	1	0
85	hsa04611	Platelet activation	44	['FGA', 'STIM1', 'PLCG2', 'PLCB1', 'ITPR1', 'ITGB3', 'PRKACB', 'PIK3CG', 'PPP1R12A', 'COL1A1', 'MAPK3', 'COL3A1', 'COL1A2', 'MYLK', 'GNAS', 'PIK3R2', 'ADCY3', 'GUCY1A2']	0	1	1	2	0	0	3	2	3	0	0	0	0	1	0	1	0	4	0	0	0	0	3	1	2	0	0	3	2	0	0	1	0	0	0	0	0	0	4	2	2	1	1	0	1	1	0	2	0
